SEQENCE_ID                     TM SP PREDICTION
PF3D7_0813400.1-p1              0  0 i
PF3D7_0813500.1-p1              0  0 i
PF3D7_0813700.1-p1              0  0 i
PF3D7_0814700.1-p1              0  0 i
PF3D7_0815000.1-p1              0  Y n8-19c24/25o
PF3D7_0815100.1-p1              0  0 i
PF3D7_0815200.1-p1              0  0 i
PF3D7_0815500.1-p1              1  0 i126-148o
PF3D7_0815700.1-p1              3  Y n7-20c25/26o290-310i322-339o345-366i
PF3D7_0815800.1-p1              1  0 o1453-1470i
PF3D7_0816300.1-p1              1  0 o653-679i
PF3D7_0816400.1-p1              0  0 i
PF3D7_0816600.1-p1              0  Y n4-15c19/20o
PF3D7_0816800.1-p1              0  0 i
PF3D7_0817000.1-p1              1  0 o241-260i
PF3D7_0817200.1-p1              1  0 i208-230o
PF3D7_0817500.1-p1              1  0 o6-23i
PF3D7_0817700.1-p1              2  0 o6-24i640-663o
PF3D7_0817800.1-p1              0  0 i
PF3D7_0818100.1-p1              0  0 i
PF3D7_0818200.1-p1              0  0 i
PF3D7_0818300.1-p1              0  0 i
PF3D7_0818600.1-p1              1  0 i7-27o
PF3D7_0819200.1-p1              0  Y n7-18c22/23o
PF3D7_0819300.1-p1              0  0 i
PF3D7_0819400.1-p1              1  0 i7-26o
PF3D7_0819500.1-p1              1  0 o359-383i
PF3D7_0819600.1-p1              0  0 i
PF3D7_0819700.1-p1              2  0 o14-37i719-736o
PF3D7_0820300.1-p1              2  0 i12-30o42-67i
PF3D7_0820400.1-p1              2  0 i139-157o266-289i
PF3D7_0820500.1-p1              6  0 o468-486i631-651o663-687i707-727o792-809i829-848o
PF3D7_0820600.1-p1              6  0 o6-25i124-146o152-171i183-202o208-226i424-443o
PF3D7_0820800.1-p1              0  Y n3-18c23/24o
PF3D7_0820900.1-p1              4  0 o428-447i1068-1085o1091-1109i1529-1551o
PF3D7_0821000.1-p1              2  0 i393-411o450-468i
PF3D7_0821200.1-p1              0  0 i
PF3D7_0821800.1-p1              1  0 o59-77i
PF3D7_0821900.1-p1              0  0 i
PF3D7_0822200.1-p1              8  0 o557-579i676-693o898-916i994-1012o1097-1113i1224-1241o1247-1269i1307-1326o
PF3D7_0822300.1-p1              0  0 i
PF3D7_0822500.1-p1              0  0 i
PF3D7_0822600.1-p1              0  0 i
PF3D7_0822700.1-p1              4  0 o6-25i321-339o345-364i883-905o
PF3D7_0822800.1-p1              0  0 i
PF3D7_0823100.1-p1              0  0 i
PF3D7_0823500.1-p1              0  0 i
PF3D7_0823800.1-p1              3  0 i72-94o606-623i630-654o
PF3D7_0823900.1-p1              1  0 o228-248i
PF3D7_0824000.1-p1              0  0 i
PF3D7_0824300.1-p1              0  0 i
PF3D7_0824400.1-p1             10  0 i70-91o111-131i138-158o164-185i197-219o231-253i418-438o450-467i487-508o520-540i
PF3D7_0824500.1-p1              0  0 i
PF3D7_0824600.1-p1              0  0 i
PF3D7_0825300.1-p1              1  0 i21-52o
PF3D7_0825700.1-p1              0  Y n4-14c18/19o
PF3D7_0825800.1-p1              1  0 i7-23o
PF3D7_0825900.1-p1              0  0 i
PF3D7_0826000.1-p1              0  0 i
PF3D7_0826600.1-p1              1  0 i255-273o
PF3D7_0827400.1-p1              0  Y n6-17c24/25o
PF3D7_0827600.1-p1              0  Y n3-14c19/20o
PF3D7_0827700.1-p1              9  0 o6-25i45-67o73-92i101-119o139-163i806-825o845-865i877-896o908-929i
PF3D7_0828100.1-p1              4  0 o496-523i867-883o889-906i956-978o
PF3D7_0828600.1-p1             12  0 i59-78o90-110i122-141o147-166i187-210o216-236i265-286o301-320i327-346o358-383i395-419o431-452i
PF3D7_0828800.1-p1              1  Y n5-16c21/22o717-737i
PF3D7_0829000.1-p1              7  0 o427-448i557-574o580-596i616-636o648-664i727-745o1865-1884i
PF3D7_0829100.1-p1              0  0 i
PF3D7_0829200.1-p1              0  0 i
PF3D7_0829500.1-p1              4  0 o1003-1020i1087-1105o1189-1212i1261-1280o
PF3D7_0829600.1-p1              1  Y n3-16c24/25o53-75i
PF3D7_0830300.1-p1              1  0 o6-23i
PF3D7_0830400.1-p1              2  0 o6-23i100-121o
PF3D7_0830500.1-p1              1  0 i37-54o
PF3D7_0830600.1-p1              1  0 i32-53o
PF3D7_0830700.1-p1              2  0 o15-35i173-200o
PF3D7_0830800.1-p1              1  0 i546-567o
PF3D7_0830900.1-p1              1  0 o6-22i
PF3D7_0831000.1-p1              1  0 i54-73o
PF3D7_0831100.1-p1              2  0 o343-362i635-653o
PF3D7_0831200.1-p1              1  0 i12-35o
PF3D7_0831300.1-p1              1  0 i12-33o
PF3D7_0831400.1-p1              0  Y n9-20c29/30o
PF3D7_0831500.1-p1              1  0 i46-64o
PF3D7_0831600.1-p1              1  Y n7-18c24/25o1172-1196i
PF3D7_0831700.1-p1              0  Y n12-19c24/25o
PF3D7_0831800.1-p1              0  Y n10-21c29/30o
PF3D7_0832000.1-p1              1  Y n2-13c19/20o261-284i
PF3D7_0832200.2-p1              1  0 i28-48o
PF3D7_0832300.1-p1              1  0 i35-55o
PF3D7_0832400.1-p1              3  0 o6-23i180-199o265-286i
PF3D7_0832500.1-p1              1  Y n8-19c24/25o283-306i
PF3D7_0832600.1-p1              1  Y n8-18c23/24o280-299i
PF3D7_0832800.1-p1              1  0 o265-286i
PF3D7_0832900.1-p1              1  Y n7-18c24/25o267-286i
PF3D7_0833000.1-p1              1  0 o327-348i
PF3D7_0833100.1-p1              1  0 o323-348i
PF3D7_0833200.1-p1              1  Y n8-20c26/27o314-336i
PF3D7_0833400.1-p1              1  Y n8-15c20/21o298-320i
PF3D7_0833500.1-p1              1  0 o1792-1814i
PF3D7_0900100.1-p1              1  0 o1791-1817i
PF3D7_0900200.1-p1              1  0 o331-356i
PF3D7_0900300.1-p1              1  Y n8-19c26/27o317-339i
PF3D7_0900400.1-p1              1  0 o302-323i
PF3D7_0900500.1-p1              2  0 i7-25o296-318i
PF3D7_0900600.1-p1              1  0 o325-347i
PF3D7_0900700.1-p1              1  Y n8-20c26/27o339-361i
PF3D7_0900900.1-p1              1  Y n8-15c19/20o257-282i
PF3D7_0901000.1-p1              1  Y n8-19c24/25o268-289i
PF3D7_0901100.1-p1              1  0 o327-349i
PF3D7_0901200.1-p1              0  0 i
PF3D7_0901300.1-p1              1  0 o337-358i
PF3D7_0901400.1-p1              1  0 o309-330i
PF3D7_0901500.1-p1              2  0 i5-24o323-345i
PF3D7_0901600.1-p1              3  0 o6-23i182-201o261-285i
PF3D7_0901700.1-p1              3  0 o6-25i151-173o179-212i
PF3D7_0901800.1-p1              1  0 i49-65o
PF3D7_0901900.1-p1              1  0 o387-408i
PF3D7_0902800.1-p1              0  Y n3-13c17/18o
PF3D7_0902900.1-p1              1  Y n7-18c23/24o59-81i
PF3D7_0903000.1-p1              1  0 i97-118o
PF3D7_0903100.1-p1              4  0 i34-50o56-74i126-144o150-167i
PF3D7_0903200.1-p1              0  0 i
PF3D7_0903300.1-p1              7  0 o502-521i573-590o610-629i761-779o816-838i1008-1029o2687-2710i
PF3D7_0903700.1-p1              0  0 i
PF3D7_0903800.1-p1              0  Y n4-14c20/21o
PF3D7_0904100.1-p1              0  0 i
PF3D7_0904200.1-p1              1  0 o6-25i
PF3D7_0904300.1-p1             10  0 o229-250i257-276o282-300i320-342o503-523i556-574o594-615i717-742o748-770i975-992o
PF3D7_0904500.1-p1              0  0 i
PF3D7_0904700.1-p1              0  Y n3-12c17/18o
PF3D7_0905100.1-p1              4  0 o1228-1251i1263-1279o1317-1339i1678-1696o
PF3D7_0905400.1-p1              1  Y n6-17c24/25o597-615i
PF3D7_0905500.1-p1              3  0 i20-37o43-63i161-183o
PF3D7_0905700.1-p1              0  0 i
PF3D7_0905900.1-p1              0  0 i
PF3D7_0906200.1-p1              1  0 o6-27i
PF3D7_0906300.1-p1              0  0 i
PF3D7_0906400.1-p1              0  0 i
PF3D7_0906800.1-p1              1  0 o512-529i
PF3D7_0907100.1-p1              2  0 o511-530i542-561o
PF3D7_0907500.1-p1              0  0 i
PF3D7_0908000.1-p1              2  0 i12-32o373-392i
PF3D7_0908300.1-p1              7  0 o6-27i48-70o90-120i132-154o160-182i203-227o247-265i
PF3D7_0908300.2-p1              6  0 o6-27i48-70o90-120i132-154o160-182i203-223o
PF3D7_0908400.1-p1              1  0 o67-89i
PF3D7_0908500.1-p1              3  0 o1083-1101i1122-1141o1608-1634i
PF3D7_0908900.1-p1              0  0 i
PF3D7_0909000.1-p1              1  0 o811-831i
PF3D7_0909100.1-p1              6  0 i98-120o140-160i167-184o439-458i479-510o536-557i
PF3D7_0909300.1-p1              0  0 i
PF3D7_0909600.1-p1              1  0 i7-25o
PF3D7_0909800.1-p1              0  0 i
PF3D7_0910100.1-p1              1  0 o929-948i
PF3D7_0910300.1-p1              1  Y n8-20c28/29o369-395i
PF3D7_0910600.1-p1              0  0 i
PF3D7_0910700.1-p1              0  0 i
PF3D7_0910800.1-p1              0  Y n8-18c23/24o
PF3D7_0911100.1-p1              0  0 i
PF3D7_0911300.1-p1             11  Y n4-15c19/20o1031-1051i1072-1090o2397-2419i2431-2449o2498-2524i2584-2604o2647-2671i2698-2721o2727-2746i2766-2784o2790-2813i
PF3D7_0911500.2-p1              0  0 i
PF3D7_0911600.1-p1              1  0 o6-29i
PF3D7_0911700.1-p1              0  Y n11-20c25/26o
PF3D7_0911800.1-p1              1  0 o244-262i
PF3D7_0911900.1-p1              0  Y n3-16c21/22o
PF3D7_0912000.1-p1              6  0 i303-326o332-353i365-385o397-422i1202-1224o1427-1445i
PF3D7_0912200.1-p1              7  Y n8-19c27/28o174-193i205-224o230-250i271-289o309-331i343-369o389-415i
PF3D7_0912500.1-p1              0  0 i
PF3D7_0912600.1-p1              1  0 i514-531o
PF3D7_0912700.1-p1              0  0 i
PF3D7_0913100.1-p1              0  0 i
PF3D7_0913150.1-p1              1  0 i7-25o
PF3D7_0913300.1-p1              0  0 i
PF3D7_0913500.1-p1             10  0 o6-22i119-146o152-171i202-221o241-262i290-314o334-351i363-382o388-406i411-431o
PF3D7_0913700.1-p1              0  Y n6-17c22/23o
PF3D7_0913800.1-p1              0  0 i
PF3D7_0914100.1-p1              0  0 i
PF3D7_0914300.1-p1              0  Y n5-15c19/20o
PF3D7_0914700.1-p1             12  0 i28-48o95-114i121-140o146-165i177-205o211-233i330-350o362-385i392-412o418-439i451-470o490-508i
PF3D7_0914800.1-p1              0  0 i
PF3D7_0915300.1-p1              0  0 i
PF3D7_0915500.1-p1              0  0 i
PF3D7_0916000.1-p1             13  0 o731-747i808-830o850-870i877-894o900-924i936-958o985-1002i1163-1185o1200-1226i1238-1256o1262-1283i1304-1322o1334-1356i
PF3D7_0916100.1-p1              1  0 o6-27i
PF3D7_0916300.1-p1              4  0 i12-33o104-126i146-167o179-201i
PF3D7_0916400.1-p1              6  0 o326-347i828-843o849-870i979-997o1712-1732i1744-1760o
PF3D7_0916500.1-p1              0  Y n4-13c21/22o
PF3D7_0916800.1-p1              1  0 o24-44i
PF3D7_0917200.1-p1              5  0 o29-54i75-96o108-124i131-149o268-293i
PF3D7_0917300.1-p1              4  0 i34-57o80-107i128-153o285-307i
PF3D7_0917900.1-p1              0  Y n8-16c21/22o
PF3D7_0918000.1-p1              2  0 o6-23i367-391o
PF3D7_0918400.1-p1              3  Y n2-12c17/18o1009-1027i1229-1252o1682-1707i
PF3D7_0919000.1-p1              0  0 i
PF3D7_0919100.1-p1              6  0 o6-23i30-47o129-150i162-180o203-224i347-367o
PF3D7_0919500.1-p1             11  0 i51-76o82-99i106-130o142-163i184-204o271-294i306-330o336-358i365-387o399-424i431-450o
PF3D7_0919700.1-p1              0  0 i
PF3D7_0919800.1-p1              0  0 i
PF3D7_0920100.1-p1              0  0 i
PF3D7_0920200.1-p1              1  0 o6-25i
PF3D7_0920300.1-p1              0  Y n3-14c18/19o
PF3D7_0920400.1-p1              9  0 o510-526i607-627o1188-1208i1220-1236o1532-1550i1684-1700o1706-1727i1748-1764o1798-1820i
PF3D7_0920500.1-p1              0  0 i
PF3D7_0920600.1-p1              2  0 o6-24i547-574o
PF3D7_0920700.1-p1              0  0 i
PF3D7_0921000.1-p1              0  0 i
PF3D7_0921100.1-p1              0  0 i
PF3D7_0921200.1-p1             10  0 i485-507o519-537i1109-1128o1492-1511i1553-1570o1992-2008i2028-2046o2058-2077i2147-2166o2186-2204i
PF3D7_0921300.1-p1              0  0 i
PF3D7_0921400.1-p1              0  Y n3-14c19/20o
PF3D7_0921500.1-p1              1  0 i69-91o
PF3D7_0921700.1-p1              1  0 i7-25o
PF3D7_0922300.1-p1              0  Y n5-15c20/21o
PF3D7_0922800.1-p1              5  0 o476-500i521-540o685-710i731-751o4165-4183i
PF3D7_0923100.1-p1              0  0 i
PF3D7_0923300.1-p1              1  0 i7-26o
PF3D7_0923900.1-p1              0  0 i
PF3D7_0924200.1-p1              1  0 o865-888i
PF3D7_0924500.1-p1             17  0 i12-31o37-59i71-90o102-126i147-168o188-208i494-513o519-544i858-877o889-914i1022-1041o1047-1073i1094-1112o1118-1134i1146-1166o1178-1201i1213-1232o
PF3D7_0925000.1-p1              0  0 i
PF3D7_0925100.1-p1              4  0 i7-28o40-57i64-81o93-116i
PF3D7_0925500.1-p1              0  0 i
PF3D7_0925600.1-p1              0  0 i
PF3D7_0925900.1-p1              0  Y n5-15c20/21o
PF3D7_0926200.1-p1              1  0 o6-31i
PF3D7_0926400.1-p1             12  0 i12-33o53-70i82-99o105-128i140-157o198-220i351-373o393-411i418-437o443-467i479-502o508-527i
PF3D7_0926600.1-p1             12  0 i12-36o51-70i82-104o110-126i131-147o153-180i1120-1141o1179-1199i1211-1231o1251-1271i1278-1295o1307-1326i
PF3D7_0926900.1-p1              0  0 i
PF3D7_0927000.1-p1              0  0 i
PF3D7_0927100.1-p1              0  0 i
PF3D7_0928300.1-p1              0  0 i
PF3D7_0928400.1-p1              5  0 o46-65i86-109o121-137i144-162o168-190i
PF3D7_0928600.1-p1              1  0 o75-93i
PF3D7_0928700.1-p1              5  0 o506-524i531-553o1061-1080i1190-1208o1228-1245i
PF3D7_0929100.1-p1              0  0 i
PF3D7_0929400.1-p1              0  Y n4-15c19/20o
PF3D7_0929800.1-p1              1  0 o28-50i
PF3D7_0929900.1-p1              1  Y n6-15c20/21o140-160i
PF3D7_0930100.1-p1              1  0 i7-25o
PF3D7_0930200.1-p1              0  0 i
PF3D7_0930300.1-p1              1  Y n4-15c19/20o1701-1719i
PF3D7_0930800.1-p1             13  0 i257-275o1304-1321i1549-1572o1962-1983i1990-2006o2026-2050i2062-2081o2247-2265i2356-2376o2382-2400i2630-2649o2655-2673i2685-2714o
PF3D7_0930900.1-p1              0  0 i
PF3D7_0931200.1-p1              4  0 o6-25i122-144o150-167i174-191o
PF3D7_0931300.1-p1              0  0 i
PF3D7_0931400.1-p1              0  0 i
PF3D7_0931500.1-p1              2  0 o12-32i173-198o
PF3D7_0931800.1-p1              0  0 i
PF3D7_0932000.1-p1              1  0 o52-75i
PF3D7_0932100.1-p1              4  0 o6-30i68-87o93-111i123-142o
PF3D7_0932700.1-p1              3  0 o505-524i669-691o745-766i
PF3D7_0932800.1-p1              2  0 o959-980i1001-1018o
PF3D7_0932900.1-p1              0  0 i
PF3D7_0933100.1-p1              2  0 i90-117o750-772i
PF3D7_0933200.1-p1              0  0 i
PF3D7_0933300.1-p1              2  0 i5-25o957-980i
PF3D7_0933400.1-p1              2  0 i77-94o100-120i
PF3D7_0933900.1-p1              0  0 i
PF3D7_0934700.1-p1              0  0 i
PF3D7_0934900.1-p1              0  0 i
PF3D7_0935000.1-p1              0  0 i
PF3D7_0935100.1-p1              2  0 i7-25o53-71i
PF3D7_0935200.1-p1              3  0 i129-148o168-189i1101-1120o
PF3D7_0935400.1-p1              0  0 i
PF3D7_0935500.1-p1              1  0 i45-65o
PF3D7_0935600.1-p1              0  0 i
PF3D7_0935700.1-p1              0  Y n17-28c33/34o
PF3D7_0935800.1-p1              0  0 i
PF3D7_0935900.1-p1              1  0 i37-54o
PF3D7_0936000.1-p1              1  0 o40-60i
PF3D7_0936100.1-p1              1  Y n6-16c24/25o52-74i
PF3D7_0936200.1-p1              0  Y n8-16c21/22o
PF3D7_0936300.1-p1              1  0 i18-36o
PF3D7_0936400.1-p1              1  0 i12-31o
PF3D7_0936500.1-p1              3  0 o12-29i165-182o188-206i
PF3D7_0936600.1-p1              1  0 i44-68o
PF3D7_0936800.1-p1              1  0 i21-40o
PF3D7_0937000.1-p1              0  Y n12-23c28/29o
PF3D7_0937100.1-p1              3  0 o6-26i196-218o230-252i
PF3D7_0937300.1-p1              2  0 o309-331i352-369o
PF3D7_0937400.1-p1              1  Y n8-19c25/26o314-339i
PF3D7_0937500.1-p1              1  0 o324-349i
PF3D7_0937700.1-p1              1  0 o325-347i
PF3D7_0937800.1-p1              1  0 o1773-1795i
PF3D7_1000100.1-p1              1  0 o1779-1800i
PF3D7_1000200.1-p1              1  0 o329-351i
PF3D7_1000300.1-p1              1  Y n8-19c23/24o303-325i
PF3D7_1000400.1-p1              1  0 o326-351i
PF3D7_1000500.1-p1              1  Y n8-15c20/21o324-349i
PF3D7_1000600.1-p1              2  0 i7-25o296-319i
PF3D7_1001000.1-p1              0  Y n10-20c24/25o
PF3D7_1001100.2-p1              0  0 i
PF3D7_1001200.1-p1              0  0 i
PF3D7_1001300.1-p1              1  0 i45-70o
PF3D7_1001500.1-p1              2  0 o6-26i47-71o
PF3D7_1001700.1-p1              0  Y n6-17c21/22o
PF3D7_1001800.1-p1              1  0 i21-38o
PF3D7_1001900.1-p1              3  0 o48-70i222-239o245-266i
PF3D7_1002000.1-p1              4  0 o6-23i71-90o419-435i442-459o
PF3D7_1002100.1-p1              3  0 o17-37i580-600o606-623i
PF3D7_1002200.1-p1              1  0 o42-64i
PF3D7_1002300.1-p1              1  0 o412-429i
PF3D7_1002500.1-p1              0  0 i
PF3D7_1002600.1-p1              1  0 i12-29o
PF3D7_1002900.1-p1              1  0 i103-126o
PF3D7_1003100.1-p1              1  0 o42-63i
PF3D7_1003200.1-p1              0  Y n2-12c17/18o
PF3D7_1003400.1-p1              1  0 o2024-2042i
PF3D7_1004200.1-p1              4  0 o2392-2413i2425-2444o2464-2483i2827-2846o
PF3D7_1004600.1-p1             14  0 i42-63o75-94i106-122o128-147i154-173o179-201i769-787o848-872i884-904o924-946i967-987o993-1011i1023-1041o1047-1066i
PF3D7_1004700.1-p1              1  0 i26-51o
PF3D7_1004800.1-p1              4  0 i17-36o81-101i122-139o243-264i
PF3D7_1004900.1-p1              0  0 i
PF3D7_1005300.1-p1              1  0 i12-32o
PF3D7_1005400.1-p1              0  0 i
PF3D7_1005800.1-p1              4  0 i42-69o75-95i116-142o162-182i
PF3D7_1005900.1-p1              0  Y n8-17c22/23o
PF3D7_1006300.1-p1              0  Y n7-15c20/21o
PF3D7_1006400.1-p1              3  0 o125-144i165-182o194-213i
PF3D7_1006500.1-p1              0  0 i
PF3D7_1007000.1-p1              6  0 i35-61o67-88i109-129o135-159i171-190o202-223i
PF3D7_1007300.1-p1              0  0 i
PF3D7_1007600.1-p1              0  0 i
PF3D7_1007800.1-p1              1  0 i88-106o
PF3D7_1008500.1-p1             11  0 o6-28i40-61o67-91i148-166o249-268i275-300o1133-1156i1177-1195o1201-1219i1231-1253o1273-1295i
PF3D7_1009100.1-p1              1  Y n6-16c23/24o425-446i
PF3D7_1009300.1-p1              0  0 i
PF3D7_1009900.1-p1              0  0 i
PF3D7_1010100.1-p1              0  0 i
PF3D7_1010500.1-p1              0  0 i
PF3D7_1011000.1-p1              0  0 i
PF3D7_1011100.1-p1              0  0 i
PF3D7_1011200.1-p1              1  0 i91-110o
PF3D7_1011300.1-p1              5  0 i71-90o530-550i562-584o590-611i618-641o
PF3D7_1011400.1-p1              0  0 i
PF3D7_1011500.1-p1              4  0 i12-35o41-62i69-94o106-126i
PF3D7_1011600.1-p1              0  0 i
PF3D7_1012100.1-p1              0  0 i
PF3D7_1012200.1-p1              0  Y n4-12c17/18o
PF3D7_1012800.1-p1              2  0 i138-160o625-646i
PF3D7_1013000.1-p1              1  Y n3-14c18/19o468-491i
PF3D7_1013300.1-p1              2  0 i9-25o595-616i
PF3D7_1013700.1-p1              0  Y n2-9c14/15o
PF3D7_1013800.1-p1              1  0 o464-482i
PF3D7_1014100.1-p1              0  Y n4-16c21/22o
PF3D7_1014200.1-p1              3  Y n18-29c34/35o658-675i682-700o706-724i
PF3D7_1014300.1-p1              8  0 o21-42i212-233o239-257i346-376o526-543i555-572o588-607i614-633o
PF3D7_1014700.1-p1              1  0 i39-57o
PF3D7_1015600.1-p1              0  0 i
PF3D7_1015700.1-p1              0  0 i
PF3D7_1016100.1-p1              3  0 o6-33i54-74o209-231i
PF3D7_1016300.1-p1              1  0 i51-67o
PF3D7_1016500.1-p1              1  0 i48-67o
PF3D7_1016600.1-p1              1  0 o29-46i
PF3D7_1016700.1-p1              1  0 i49-67o
PF3D7_1016800.1-p1              1  0 i30-49o
PF3D7_1016900.1-p1              2  0 i7-28o53-75i
PF3D7_1017100.1-p1              0  Y n7-19c24/25o
PF3D7_1017500.1-p1              0  0 i
PF3D7_1017700.1-p1              0  0 i
PF3D7_1017800.1-p1              3  0 o884-901i974-992o1004-1023i
PF3D7_1017900.1-p1              0  0 i
PF3D7_1018400.1-p1              1  0 o152-171i
PF3D7_1018800.1-p1              1  0 o684-707i
PF3D7_1018900.1-p1              0  0 i
PF3D7_1019200.1-p1              0  0 i
PF3D7_1019500.1-p1             12  0 i40-62o74-93i268-289o301-320i645-666o714-733i945-971o977-996i1023-1045o1121-1138i1159-1180o1192-1212i
PF3D7_1019600.1-p1              0  0 i
PF3D7_1019900.1-p1              0  0 i
PF3D7_1020600.1-p1              4  0 o843-862i1459-1480o1500-1518i1676-1703o
PF3D7_1021000.1-p1              1  0 o12-31i
PF3D7_1021100.1-p1              3  0 o183-201i316-338o1608-1626i
PF3D7_1021400.1-p1              9  Y n6-18c23/24o251-276i320-347o353-374i395-414o420-443i475-503o509-537i549-568o580-609i
PF3D7_1021700.1-p1              7  0 o2318-2336i3094-3111o5615-5639i6405-6430o6475-6494i6527-6552o6839-6861i
PF3D7_1022200.1-p1             12  0 i27-45o65-90i169-188o194-220i232-253o259-283i320-340o360-379i391-411o423-446i458-476o488-507i
PF3D7_1022300.1-p1              8  0 o6-25i46-67o73-95i179-199o205-224i236-258o264-285i297-319o
PF3D7_1023000.1-p1              5  0 i38-58o78-98i257-279o299-324i382-408o
PF3D7_1023300.1-p1              1  0 o20-40i
PF3D7_1023400.1-p1              0  0 i
PF3D7_1023500.1-p1              2  0 i36-60o66-91i
PF3D7_1023700.1-p1              1  0 o708-728i
PF3D7_1024000.1-p1              0  Y n5-14c22/23o
PF3D7_1024100.1-p1              0  0 i
PF3D7_1024500.1-p1              1  0 i130-151o
PF3D7_1024600.1-p1              0  0 i
PF3D7_1024700.1-p1              0  0 i
PF3D7_1024800.1-p1              1  Y n7-20c24/25o1403-1428i
PF3D7_1024900.1-p1              4  0 o941-960i1171-1190o1210-1234i1269-1289o
PF3D7_1025300.1-p1              0  Y n2-10c15/16o
PF3D7_1025400.1-p1             12  0 i35-55o159-177i186-205o217-234i260-278o305-333i387-406o597-619i626-646o694-718i730-751o784-802i
PF3D7_1025500.1-p1             12  0 o355-373i1245-1266o1831-1855i1867-1884o2942-2962i2974-2995o3695-3717i3738-3759o4106-4123i4483-4500o4506-4523i5138-5155o
PF3D7_1025700.1-p1              0  0 i
PF3D7_1025800.1-p1              1  0 o12-31i
PF3D7_1026200.1-p1              0  0 i
PF3D7_1026500.1-p1              0  0 i
PF3D7_1027500.1-p1              0  0 i
PF3D7_1027600.1-p1              0  0 i
PF3D7_1027700.1-p1              0  0 i
PF3D7_1028200.1-p1              4  0 i16-34o46-67i87-112o132-156i
PF3D7_1028600.1-p1              0  0 i
PF3D7_1028700.1-p1              1  0 o433-454i
PF3D7_1028800.1-p1              1  0 o74-98i
PF3D7_1028900.1-p1              1  0 o309-331i
PF3D7_1029100.1-p1              0  0 i
PF3D7_1029300.1-p1              0  0 i
PF3D7_1029400.1-p1              2  0 i142-163o406-428i
PF3D7_1029500.1-p1              1  0 o28-50i
PF3D7_1029700.1-p1              3  Y n10-20c25/26o41-58i159-181o642-663i
PF3D7_1029800.1-p1              0  0 i
PF3D7_1030200.1-p1              4  0 i20-37o139-163i170-192o216-239i
PF3D7_1030500.1-p1              0  0 i
PF3D7_1030900.1-p1              0  Y n7-17c22/23o
PF3D7_1031000.1-p1              1  Y n4-15c22/23o195-216i
PF3D7_1031900.1-p1              1  Y n6-16c20/21o546-567i
PF3D7_1032000.1-p1              2  0 i12-35o106-125i
PF3D7_1032300.1-p1              0  0 i
PF3D7_1032500.1-p1              5  0 o20-43i55-77o97-116i121-137o157-180i
PF3D7_1032600.1-p1              1  0 i320-337o
PF3D7_1032800.1-p1              0  0 i
PF3D7_1033000.1-p1              0  0 i
PF3D7_1033200.1-p1              2  0 o6-24i54-79o
PF3D7_1033300.1-p1              0  0 i
PF3D7_1034100.1-p1              0  Y n4-15c20/21o
PF3D7_1034700.1-p1              0  0 i
PF3D7_1034800.1-p1              0  0 i
PF3D7_1035100.1-p1              0  Y n7-18c25/26o
PF3D7_1035200.1-p1              0  Y n4-15c23/24o
PF3D7_1035300.1-p1              0  Y n4-19c23/24o
PF3D7_1035400.1-p1              0  Y n7-18c25/26o
PF3D7_1035500.1-p1              0  0 i
PF3D7_1035600.1-p1              0  0 i
PF3D7_1035700.1-p1              0  Y n4-14c18/19o
PF3D7_1035800.1-p1              0  Y n4-14c21/22o
PF3D7_1035900.1-p1              0  Y n4-14c21/22o
PF3D7_1036000.1-p1              0  Y n4-15c26/27o
PF3D7_1036300.1-p1              1  0 i7-30o
PF3D7_1036400.1-p1              1  0 i7-26o
PF3D7_1036600.1-p1              0  0 i
PF3D7_1036700.1-p1              0  0 i
PF3D7_1036800.1-p1             10  0 i41-68o74-93i113-134o140-158i252-269o359-378i399-417o429-455i467-484o548-567i
PF3D7_1037200.1-p1              0  0 i
PF3D7_1037300.1-p1              3  0 o111-134i172-192o212-233i
PF3D7_1037400.1-p1              3  0 i333-356o385-405i788-809o
PF3D7_1037700.1-p1              0  0 i
PF3D7_1037800.1-p1              1  0 i436-455o
PF3D7_1037900.1-p1              1  0 i105-136o
PF3D7_1038000.2-p1              2  0 i12-31o62-81i
PF3D7_1038200.1-p1              0  0 i
PF3D7_1038500.1-p1              2  0 o54-73i337-355o
PF3D7_1038600.1-p1              2  0 o41-64i477-497o
PF3D7_1038700.1-p1              2  0 o44-64i324-342o
PF3D7_1038800.1-p1              1  0 i47-66o
PF3D7_1039700.1-p1              3  0 o6-26i157-179o185-205i
PF3D7_1040000.1-p1              1  Y n8-19c23/24o319-340i
PF3D7_1040100.1-p1              1  Y n8-19c24/25o267-289i
PF3D7_1040200.1-p1              1  Y n9-20c26/27o266-287i
PF3D7_1040300.1-p1              1  Y n8-19c23/24o336-358i
PF3D7_1040400.1-p1              1  Y n8-19c24/25o306-328i
PF3D7_1040500.1-p1              1  0 o308-330i
PF3D7_1040600.1-p1              1  Y n8-19c26/27o284-306i
PF3D7_1040700.1-p1              1  0 o330-352i
PF3D7_1040800.1-p1              1  Y n8-15c19/20o266-288i
PF3D7_1040900.1-p1              1  Y n8-19c26/27o266-291i
PF3D7_1041000.1-p1              1  Y n8-15c19/20o328-350i
PF3D7_1041100.1-p1              1  0 o292-314i
PF3D7_1041200.1-p1              1  0 o330-351i
PF3D7_1041300.1-p1              1  0 o1761-1782i
PF3D7_1100100.1-p1              1  0 o1748-1770i
