Protein_id	Compartment	Score	Rank
PF3D7_1012600.1-p1	nucl	5.5	3
PF3D7_1012700.1-p1	cyto_nucl	17.8333	1
PF3D7_1012700.1-p1	cyto	16.5	2
PF3D7_1012700.1-p1	nucl	13	3
PF3D7_1012700.1-p1	cyto_plas	9.5	4
PF3D7_1012800.1-p1	mito	17.5	1
PF3D7_1012800.1-p1	cyto_mito	10.5	2
PF3D7_1012800.1-p1	nucl	7	3
PF3D7_1012800.1-p1	pero	4	4
PF3D7_1012900.1-p1	cyto	19.5	1
PF3D7_1012900.1-p1	cyto_nucl	15	2
PF3D7_1012900.1-p1	nucl	9.5	3
PF3D7_1013000.1-p1	pero	22	1
PF3D7_1013000.1-p1	plas	5	2
PF3D7_1013000.1-p1	extr_plas	4	3
PF3D7_1013000.1-p1	nucl	1	4
PF3D7_1013000.1-p1	cyto	1	5
PF3D7_1013000.1-p1	E.R.	1	6
PF3D7_1013000.1-p1	cyto_nucl	1	7
PF3D7_1013000.1-p1	golg	1	8
PF3D7_1013000.1-p1	E.R._golg	1	9
PF3D7_1013000.1-p1	cyto_golg	1	10
PF3D7_1013100.1-p1	cyto	13.5	1
PF3D7_1013100.1-p1	cyto_nucl	13	2
PF3D7_1013100.1-p1	nucl	11.5	3
PF3D7_1013100.1-p1	pero	3	4
PF3D7_1013100.1-p1	cysk	3	5
PF3D7_1013200.1-p1	nucl	19.5	1
PF3D7_1013200.1-p1	cyto_nucl	17.5	2
PF3D7_1013200.1-p1	cyto	10.5	3
PF3D7_1013300.1-p1	E.R.	12	1
PF3D7_1013300.1-p1	pero	12	2
PF3D7_1013300.1-p1	extr	5	3
PF3D7_1013400.1-p1	cyto	18	1
PF3D7_1013400.1-p1	nucl	12	2
PF3D7_1013500.1-p1	nucl	17.5	1
PF3D7_1013500.1-p1	cyto_nucl	17.3333	2
PF3D7_1013500.1-p1	cyto	12	3
PF3D7_1013500.1-p1	cyto_mito	7.16667	4
PF3D7_1013600.1-p1	cyto	15	1
PF3D7_1013600.1-p1	cyto_nucl	11.3333	2
PF3D7_1013600.1-p1	cyto_mito	9.16667	3
PF3D7_1013600.1-p1	nucl	6.5	4
PF3D7_1013600.1-p1	plas	5	5
PF3D7_1013600.1-p1	pero	3.5	6
PF3D7_1013700.1-p1	extr	11	1
PF3D7_1013700.1-p1	mito	9	2
PF3D7_1013700.1-p1	cyto	7	3
PF3D7_1013700.1-p1	nucl	2	4
PF3D7_1013700.1-p1	pero	2	5
PF3D7_1013800.1-p1	pero	14	1
PF3D7_1013800.1-p1	plas	8	2
PF3D7_1013800.1-p1	mito	4	3
PF3D7_1013800.1-p1	cysk_plas	4	4
PF3D7_1013800.1-p1	cyto_plas	4	5
PF3D7_1013900.1-p1	nucl	19.5	1
PF3D7_1013900.1-p1	cyto_nucl	18.5	2
PF3D7_1013900.1-p1	cyto	12.5	3
PF3D7_1014000.1-p1	cyto	16	1
PF3D7_1014000.1-p1	mito	15	2
PF3D7_1014100.1-p1	E.R.	12	1
PF3D7_1014100.1-p1	extr	10	2
PF3D7_1014100.1-p1	E.R._golg	7.5	3
PF3D7_1014100.1-p1	plas	4	4
PF3D7_1014100.1-p1	lyso	4	5
PF3D7_1014200.1-p1	plas	17.5	1
PF3D7_1014200.1-p1	extr_plas	12	2
PF3D7_1014200.1-p1	extr	5.5	3
PF3D7_1014200.1-p1	E.R.	5.5	4
PF3D7_1014200.1-p1	E.R._golg	3.5	5
PF3D7_1014300.1-p1	plas	22	1
PF3D7_1014300.1-p1	E.R.	9	2
PF3D7_1014400.1-p1	cyto	23.5	1
PF3D7_1014400.1-p1	cyto_nucl	14.1667	2
PF3D7_1014400.1-p1	cyto_plas	13.5	3
PF3D7_1014400.1-p1	extr	3	4
PF3D7_1014500.1-p1	cyto	14.5	1
PF3D7_1014500.1-p1	nucl	12	2
PF3D7_1014500.1-p1	cyto_mito	8.66667	3
PF3D7_1014500.1-p1	mito_pero	2.83333	4
PF3D7_1014600.1-p1	nucl	21	1
PF3D7_1014600.1-p1	plas	8	2
PF3D7_1014700.1-p1	cyto	20	1
PF3D7_1014700.1-p1	mito	9	2
PF3D7_1014800.1-p1	cyto	17.5	1
PF3D7_1014800.1-p1	cyto_nucl	13.3333	2
PF3D7_1014800.1-p1	cyto_plas	10.1667	3
PF3D7_1014800.1-p1	nucl	7	4
PF3D7_1014800.1-p1	cysk	3	5
PF3D7_1014900.1-p1	nucl	21.5	1
PF3D7_1014900.1-p1	cyto_nucl	15.8333	2
PF3D7_1014900.1-p1	cyto	9	3
PF3D7_1014900.1-p1	cyto_mito	5.33333	4
PF3D7_1015000.1-p1	cyto	20	1
PF3D7_1015000.1-p1	cyto_nucl	15.6667	2
PF3D7_1015000.1-p1	cyto_pero	12.1667	3
PF3D7_1015000.1-p1	cyto_mito	11.6667	4
PF3D7_1015000.1-p1	nucl	7	5
PF3D7_1015100.1-p1	nucl	16.5	1
PF3D7_1015100.1-p1	cyto_nucl	15.5	2
PF3D7_1015100.1-p1	cyto	13.5	3
PF3D7_1015200.1-p1	E.R.	21	1
PF3D7_1015200.1-p1	extr	5	2
PF3D7_1015200.1-p1	pero	3	3
PF3D7_1015300.1-p1	cyto_nucl	16.3333	1
PF3D7_1015300.1-p1	nucl	15.5	2
PF3D7_1015300.1-p1	cyto	14	3
PF3D7_1015300.1-p1	cyto_mito	8	4
PF3D7_1015400.1-p1	cyto	17.5	1
PF3D7_1015400.1-p1	cyto_nucl	16	2
PF3D7_1015400.1-p1	nucl	13.5	3
PF3D7_1015500.1-p1	mito	18	1
PF3D7_1015500.1-p1	cyto	14	2
PF3D7_1015600.1-p1	mito	20	1
PF3D7_1015600.1-p1	cyto	10	2
PF3D7_1015600.1-p1	E.R._mito	10	3
PF3D7_1015600.1-p1	mito_nucl	10	4
PF3D7_1015700.1-p1	cyto	21.5	1
PF3D7_1015700.1-p1	cyto_mito	12.5	2
PF3D7_1015700.1-p1	nucl	3	3
PF3D7_1015700.1-p1	mito	2.5	4
PF3D7_1015700.1-p1	pero	2	5
PF3D7_1015800.1-p1	cyto	28	1
PF3D7_1015800.1-p1	cyto_nucl	16.5	2
PF3D7_1015900.1-p1	cyto	28	1
PF3D7_1015900.1-p1	mito	2	2
PF3D7_1016000.1-p1	cyto	12	1
PF3D7_1016000.1-p1	nucl	9	2
PF3D7_1016000.1-p1	mito	7	3
PF3D7_1016000.1-p1	extr	3	4
PF3D7_1016100.1-p1	plas	18	1
PF3D7_1016100.1-p1	E.R.	11	2
PF3D7_1016200.1-p1	cyto	22	1
PF3D7_1016200.1-p1	cyto_nucl	15	2
PF3D7_1016200.1-p1	nucl	6	3
PF3D7_1016300.1-p1	plas	12	1
PF3D7_1016300.1-p1	cyto	7	2
PF3D7_1016300.1-p1	mito	6	3
PF3D7_1016300.1-p1	extr_plas	6	4
PF3D7_1016300.1-p1	cysk_plas	6	5
PF3D7_1016400.1-p1	cyto	11	1
PF3D7_1016400.1-p1	plas	10	2
PF3D7_1016400.1-p1	mito	4.5	3
PF3D7_1016400.1-p1	golg	3	4
PF3D7_1016400.1-p1	E.R._mito	3	5
PF3D7_1016500.1-p1	E.R.	8.5	1
PF3D7_1016500.1-p1	pero	8	2
PF3D7_1016500.1-p1	E.R._mito	6	3
PF3D7_1016500.1-p1	plas	5	4
PF3D7_1016500.1-p1	cyto	3	5
PF3D7_1016500.1-p1	golg	3	6
PF3D7_1016500.1-p1	extr_plas	3	7
PF3D7_1016500.1-p1	cyto_golg	3	8
PF3D7_1016600.1-p1	plas	15	1
PF3D7_1016600.1-p1	cyto	8	2
PF3D7_1016600.1-p1	extr_plas	8	3
PF3D7_1016600.1-p1	E.R.	3	4
PF3D7_1016600.1-p1	mito_pero	3	5
PF3D7_1016700.1-p1	plas	21	1
PF3D7_1016700.1-p1	nucl	5	2
PF3D7_1016700.1-p1	cyto	3	3
PF3D7_1016800.1-p1	plas	15	1
PF3D7_1016800.1-p1	E.R.	6	2
PF3D7_1016800.1-p1	extr	3	3
PF3D7_1016800.1-p1	cyto	3	4
PF3D7_1016800.1-p1	E.R._golg	3	5
PF3D7_1016900.1-p1	extr	32	1
PF3D7_1017000.1-p1	cyto	22	1
PF3D7_1017000.1-p1	nucl	4	2
PF3D7_1017000.1-p1	mito	3	3
PF3D7_1017100.1-p1	extr	23	1
PF3D7_1017100.1-p1	golg	7.5	2
PF3D7_1017100.1-p1	E.R._golg	5	3
PF3D7_1017200.1-p1	cyto	24	1
PF3D7_1017200.1-p1	mito	3	2
PF3D7_1017200.1-p1	extr	2	3
PF3D7_1017200.1-p1	nucl	2	4
PF3D7_1017200.1-p1	mito_pero	2	5
PF3D7_1017300.2-p1	cyto	16	1
PF3D7_1017300.2-p1	mito	13	2
PF3D7_1017400.1-p1	cyto	19	1
PF3D7_1017400.1-p1	cyto_nucl	13.5	2
PF3D7_1017400.1-p1	mito	8	3
PF3D7_1017400.1-p1	nucl	4	4
PF3D7_1017400.1-p1	E.R._mito	4	5
PF3D7_1017400.1-p1	mito_pero	4	6
PF3D7_1017500.1-p1	cyto	19	1
PF3D7_1017500.1-p1	nucl	7	2
PF3D7_1017500.1-p1	cysk	3	3
PF3D7_1017600.1-p1	cyto	20	1
PF3D7_1017600.1-p1	cyto_nucl	16.5	2
PF3D7_1017600.1-p1	nucl	9	3
PF3D7_1017700.1-p1	mito	13	1
PF3D7_1017700.1-p1	cyto_nucl	11	2
PF3D7_1017700.1-p1	cyto	10	3
PF3D7_1017700.1-p1	nucl	8	4
PF3D7_1017800.1-p1	cyto	17.5	1
PF3D7_1017800.1-p1	cyto_nucl	12	2
PF3D7_1017800.1-p1	nucl	5.5	3
PF3D7_1017800.1-p1	mito	5.5	4
PF3D7_1017800.1-p1	mito_pero	4.33333	5
PF3D7_1017800.1-p1	E.R._mito	3.66667	6
PF3D7_1017900.1-p1	cyto	19.5	1
PF3D7_1017900.1-p1	cyto_nucl	12.8333	2
PF3D7_1017900.1-p1	cyto_pero	11.1667	3
PF3D7_1017900.1-p1	nucl	4	4
PF3D7_1017900.1-p1	cysk	4	5
PF3D7_1018000.1-p1	E.R.	23.5	1
PF3D7_1018000.1-p1	E.R._golg	13	2
PF3D7_1018000.1-p1	plas	3	3
PF3D7_1018000.1-p1	extr	2	4
PF3D7_1018100.1-p1	cyto	18	1
PF3D7_1018100.1-p1	cyto_nucl	13.8333	2
PF3D7_1018100.1-p1	cyto_pero	10.5	3
PF3D7_1018100.1-p1	nucl	6.5	4
PF3D7_1018100.1-p1	extr	4	5
PF3D7_1018200.1-p1	cyto	24.5	1
PF3D7_1018200.1-p1	cyto_plas	13	2
PF3D7_1018200.1-p1	nucl	6	3
PF3D7_1018300.1-p1	E.R.	25.5	1
PF3D7_1018300.1-p1	E.R._golg	15	2
PF3D7_1018300.1-p1	golg	3.5	3
PF3D7_1018400.1-p1	cyto	17	1
PF3D7_1018400.1-p1	cyto_nucl	11.5	2
PF3D7_1018400.1-p1	cyto_plas	10.8333	3
PF3D7_1018400.1-p1	nucl	4.5	4
PF3D7_1018400.1-p1	extr	4	5
PF3D7_1018400.1-p1	mito	4	6
PF3D7_1018500.1-p1	extr	16	1
PF3D7_1018500.1-p1	cyto	10	2
PF3D7_1018500.1-p1	nucl	4	3
PF3D7_1018600.1-p1	cyto_nucl	17	1
PF3D7_1018600.1-p1	cyto	16.5	2
PF3D7_1018600.1-p1	nucl	14.5	3
PF3D7_1018700.1-p1	nucl	17	1
PF3D7_1018700.1-p1	cyto	14.5	2
PF3D7_1018700.1-p1	cyto_mito	8	3
PF3D7_1018800.1-p1	cyto	15.5	1
PF3D7_1018800.1-p1	cyto_mito	10.5	2
PF3D7_1018800.1-p1	nucl	6	3
PF3D7_1018800.1-p1	mito_pero	4.83333	4
PF3D7_1018800.1-p1	mito	4	5
PF3D7_1018800.1-p1	pero	2.5	6
PF3D7_1018900.1-p1	nucl	18	1
PF3D7_1018900.1-p1	cyto_nucl	16	2
PF3D7_1018900.1-p1	cyto	12	3
PF3D7_1019000.1-p1	cyto	16	1
PF3D7_1019000.1-p1	cyto_nucl	14	2
PF3D7_1019000.1-p1	nucl	10	3
PF3D7_1019000.1-p1	mito	3	4
PF3D7_1019100.1-p1	nucl	26	1
PF3D7_1019100.1-p1	cyto_nucl	16.3333	2
PF3D7_1019100.1-p1	cyto	4.5	3
PF3D7_1019200.1-p1	mito	17	1
PF3D7_1019200.1-p1	cyto_nucl	6	2
PF3D7_1019200.1-p1	cyto	5.5	3
PF3D7_1019200.1-p1	extr	4	4
PF3D7_1019200.1-p1	nucl	3.5	5
PF3D7_1019300.1-p1	cyto	20.5	1
PF3D7_1019300.1-p1	cyto_nucl	17	2
PF3D7_1019300.1-p1	nucl	10.5	3
PF3D7_1019300.1-p1	cyto_pero	10.5	4
PF3D7_1019300.1-p1	cyto_plas	10.5	5
PF3D7_1019300.1-p1	cyto_golg	10.5	6
PF3D7_1019400.1-p1	cyto	14	1
PF3D7_1019400.1-p1	mito	10	2
PF3D7_1019400.1-p1	extr	5	3
PF3D7_1019400.1-p1	E.R._mito	5	4
PF3D7_1019400.1-p1	mito_pero	5	5
PF3D7_1019400.1-p1	mito_nucl	5	6
PF3D7_1019500.1-p1	plas	29	1
PF3D7_1019600.1-p1	nucl	19.5	1
PF3D7_1019600.1-p1	cyto_nucl	19.3333	2
PF3D7_1019600.1-p1	cyto	12	3
PF3D7_1019600.1-p1	cyto_mito	7.33333	4
PF3D7_1019700.1-p1	cyto_nucl	19.5	1
PF3D7_1019700.1-p1	nucl	17.5	2
PF3D7_1019700.1-p1	cyto	14.5	3
PF3D7_1019800.1-p1	plas	19	1
PF3D7_1019800.1-p1	E.R.	9	2
PF3D7_1019800.1-p1	pero	2	3
PF3D7_1019800.1-p1	golg	2	4
PF3D7_1019900.1-p1	extr	11	1
PF3D7_1019900.1-p1	cyto	11	2
PF3D7_1019900.1-p1	nucl	6	3
PF3D7_1019900.1-p1	cyto_golg	6	4
PF3D7_1020000.1-p1	cyto_nucl	16	1
PF3D7_1020000.1-p1	nucl	15.5	2
PF3D7_1020000.1-p1	cyto	11.5	3
PF3D7_1020000.1-p1	plas	2	4
PF3D7_1020100.1-p1	cyto	23	1
PF3D7_1020100.1-p1	nucl	4	2
PF3D7_1020100.1-p1	mito	3	3
PF3D7_1020200.1-p1	cyto_nucl	17.6667	1
PF3D7_1020200.1-p1	cyto	17.5	2
PF3D7_1020200.1-p1	nucl	12.5	3
PF3D7_1020200.1-p1	cyto_pero	10	4
PF3D7_1020200.1-p1	cyto_plas	10	5
PF3D7_1020300.1-p1	cyto	18	1
PF3D7_1020300.1-p1	cyto_nucl	14.8333	2
PF3D7_1020300.1-p1	cyto_pero	11	3
PF3D7_1020300.1-p1	nucl	8.5	4
PF3D7_1020400.1-p1	cyto	16	1
PF3D7_1020400.1-p1	cyto_nucl	14.5	2
PF3D7_1020400.1-p1	nucl	11	3
PF3D7_1020400.1-p1	mito	3	4
PF3D7_1020500.1-p1	mito	18	1
PF3D7_1020500.1-p1	cyto	10	2
PF3D7_1020500.1-p1	nucl	4	3
PF3D7_1020600.1-p1	cyto	15	1
PF3D7_1020600.1-p1	cyto_nucl	11.8333	2
PF3D7_1020600.1-p1	cyto_mito	9.5	3
PF3D7_1020600.1-p1	nucl	7.5	4
PF3D7_1020600.1-p1	mito_pero	3.83333	5
PF3D7_1020600.1-p1	pero	3	6
PF3D7_1020600.1-p1	mito	2.5	7
PF3D7_1020700.1-p1	cyto	21	1
PF3D7_1020700.1-p1	plas	5	2
PF3D7_1020700.1-p1	nucl	3	3
PF3D7_1020800.1-p1	mito	21	1
PF3D7_1020800.1-p1	cyto	4	2
PF3D7_1020800.1-p1	pero	3	3
PF3D7_1020800.1-p1	nucl	2	4
PF3D7_1020800.1-p1	cyto_plas	2	5
PF3D7_1020900.1-p1	cyto	13.5	1
PF3D7_1020900.1-p1	mito	13	2
PF3D7_1020900.1-p1	cyto_nucl	9	3
PF3D7_1020900.1-p1	nucl	3.5	4
PF3D7_1021000.1-p1	extr	10	1
PF3D7_1021000.1-p1	cyto	7	2
PF3D7_1021000.1-p1	mito	7	3
PF3D7_1021000.1-p1	E.R.	7	4
PF3D7_1021000.1-p1	E.R._mito	7	5
PF3D7_1021000.1-p1	cyto_mito	7	6
PF3D7_1021100.1-p1	plas	30	1
PF3D7_1021200.1-p1	cyto	19	1
PF3D7_1021200.1-p1	cyto_nucl	17	2
PF3D7_1021200.1-p1	nucl	13	3
PF3D7_1021300.1-p1	plas	28	1
PF3D7_1021300.1-p1	extr	1	2
PF3D7_1021300.1-p1	E.R.	1	3
PF3D7_1021300.1-p1	pero	1	4
PF3D7_1021300.1-p1	lyso	1	5
PF3D7_1021400.1-p1	plas	27	1
PF3D7_1021400.1-p1	E.R.	5	2
PF3D7_1021500.1-p1	cyto	21	1
PF3D7_1021500.1-p1	cyto_nucl	15.8333	2
PF3D7_1021500.1-p1	cyto_plas	11.8333	3
PF3D7_1021500.1-p1	nucl	9.5	4
PF3D7_1021600.1-p1	cyto	26.5	1
PF3D7_1021600.1-p1	cyto_plas	14	2
PF3D7_1021600.1-p1	nucl	5	3
PF3D7_1021700.1-p1	plas	26	1
PF3D7_1021700.1-p1	pero	3	2
PF3D7_1021800.1-p1	cyto_nucl	15.6667	1
PF3D7_1021800.1-p1	cyto	15.5	2
PF3D7_1021800.1-p1	nucl	14.5	3
PF3D7_1021800.1-p1	cyto_mito	8.66667	4
PF3D7_1021800.1-p1	cyto_plas	8.66667	5
PF3D7_1021900.1-p1	cyto	16.5	1
PF3D7_1021900.1-p1	cyto_nucl	16.3333	2
PF3D7_1021900.1-p1	nucl	14	3
PF3D7_1021900.1-p1	cyto_mito	9.16667	4
PF3D7_1022000.1-p1	nucl	32	1
PF3D7_1022100.1-p1	cyto	17.5	1
PF3D7_1022100.1-p1	cyto_nucl	16.3333	2
PF3D7_1022100.1-p1	nucl	13	3
PF3D7_1022100.1-p1	cyto_mito	9.66667	4
PF3D7_1022200.1-p1	plas	32	1
PF3D7_1022300.1-p1	plas	32	1
PF3D7_1022400.1-p1	nucl	27.5	1
PF3D7_1022400.1-p1	cyto_nucl	17	2
PF3D7_1022500.1-p1	nucl	13.5	1
PF3D7_1022500.1-p1	cyto_nucl	11	2
PF3D7_1022500.1-p1	mito	10	3
PF3D7_1022500.1-p1	cyto	7.5	4
PF3D7_1022600.1-p1	nucl	20	1
PF3D7_1022600.1-p1	cyto_nucl	20	2
PF3D7_1022600.1-p1	cyto	12	3
PF3D7_1022700.1-p1	extr	15	1
PF3D7_1022700.1-p1	cyto	11	2
PF3D7_1022700.1-p1	mito	3	3
PF3D7_1022800.1-p1	mito	22	1
PF3D7_1022800.1-p1	cyto	9	2
PF3D7_1022900.1-p1	extr	20	1
PF3D7_1022900.1-p1	cyto	8	2
PF3D7_1022900.1-p1	mito	3	3
PF3D7_1023000.1-p1	plas	30	1
PF3D7_1023100.1-p1	cyto	22	1
PF3D7_1023100.1-p1	cyto_nucl	15.5	2
PF3D7_1023100.1-p1	nucl	7	3
PF3D7_1023200.1-p1	cyto	26	1
PF3D7_1023200.1-p1	cyto_nucl	16	2
PF3D7_1023300.1-p1	extr	17	1
PF3D7_1023300.1-p1	mito	8.5	2
PF3D7_1023300.1-p1	extr_plas	8.5	3
PF3D7_1023300.1-p1	E.R._mito	6.5	4
PF3D7_1023400.1-p1	mito	11	1
PF3D7_1023400.1-p1	cyto	8	2
PF3D7_1023400.1-p1	extr	5	3
PF3D7_1023400.1-p1	cyto_pero	5	4
PF3D7_1023500.1-p1	cyto	16	1
PF3D7_1023500.1-p1	extr	8	2
PF3D7_1023500.1-p1	cyto_nucl	8	3
PF3D7_1023500.1-p1	cyto_plas	8	4
PF3D7_1023500.1-p1	cyto_golg	8	5
PF3D7_1023600.1-p1	nucl	17.5	1
PF3D7_1023600.1-p1	cyto_nucl	17.5	2
PF3D7_1023600.1-p1	cyto	14.5	3
PF3D7_1023700.1-p1	cyto	18	1
PF3D7_1023700.1-p1	cyto_mito	11.1667	2
PF3D7_1023700.1-p1	mito_pero	3.66667	3
PF3D7_1023700.1-p1	nucl	3	4
PF3D7_1023700.1-p1	pero	3	5
PF3D7_1023700.1-p1	E.R.	2	6
PF3D7_1023700.1-p1	extr_plas	2	7
PF3D7_1023800.1-p1	cyto	21	1
PF3D7_1023800.1-p1	cyto_nucl	16	2
PF3D7_1023800.1-p1	nucl	7	3
PF3D7_1023900.1-p1	nucl	21.5	1
PF3D7_1023900.1-p1	cyto_nucl	16	2
PF3D7_1023900.1-p1	cyto	9.5	3
PF3D7_1024000.1-p1	mito	12	1
PF3D7_1024000.1-p1	cyto	10.5	2
PF3D7_1024000.1-p1	extr	6	3
PF3D7_1024000.1-p1	cyto_nucl	6	4
PF3D7_1024000.1-p1	E.R._mito	6	5
PF3D7_1024100.1-p1	cyto	22.5	1
PF3D7_1024100.1-p1	cyto_nucl	15.5	2
PF3D7_1024100.1-p1	nucl	7.5	3
PF3D7_1024200.1-p1	mito	16	1
PF3D7_1024200.1-p1	cyto	9.5	2
PF3D7_1024200.1-p1	cyto_nucl	7.5	3
PF3D7_1024200.1-p1	nucl	4.5	4
PF3D7_1024300.1-p1	cyto	25	1
PF3D7_1024300.1-p1	extr	4	2
PF3D7_1024400.1-p1	cyto	18	1
PF3D7_1024400.1-p1	E.R.	8	2
PF3D7_1024400.1-p1	nucl	4	3
PF3D7_1024400.1-p1	E.R._golg	4	4
PF3D7_1024500.1-p1	mito	13	1
PF3D7_1024500.1-p1	mito_pero	8.83333	2
PF3D7_1024500.1-p1	extr	8.5	3
PF3D7_1024500.1-p1	E.R._mito	7.5	4
PF3D7_1024500.1-p1	cyto	7	5
PF3D7_1024500.1-p1	extr_plas	5	6
PF3D7_1024600.1-p1	mito	17	1
PF3D7_1024600.1-p1	cyto	12	2
PF3D7_1024700.1-p1	cyto	14	1
PF3D7_1024700.1-p1	mito	10	2
PF3D7_1024700.1-p1	nucl	8	3
PF3D7_1024800.1-p1	E.R.	14	1
PF3D7_1024800.1-p1	extr	10	2
PF3D7_1024800.1-p1	pero	5	3
PF3D7_1024900.1-p1	mito	13.5	1
PF3D7_1024900.1-p1	mito_pero	8	2
PF3D7_1024900.1-p1	cyto	6	3
PF3D7_1024900.1-p1	nucl	4	4
PF3D7_1024900.1-p1	cyto_plas	4	5
PF3D7_1024900.1-p1	cyto_golg	4	6
PF3D7_1025000.1-p1	nucl	21	1
PF3D7_1025000.1-p1	cyto_nucl	16.3333	2
PF3D7_1025000.1-p1	cyto	9.5	3
PF3D7_1025000.1-p1	cyto_golg	6.16667	4
PF3D7_1025100.1-p1	cyto	19.5	1
PF3D7_1025100.1-p1	cyto_nucl	13.5	2
PF3D7_1025100.1-p1	nucl	6.5	3
PF3D7_1025100.1-p1	mito_pero	4	4
PF3D7_1025200.1-p1	mito	14	1
PF3D7_1025200.1-p1	cyto	11	2
PF3D7_1025200.1-p1	cyto_nucl	9.5	3
PF3D7_1025200.1-p1	nucl	4	4
PF3D7_1025300.1-p1	E.R.	26	1
PF3D7_1025300.1-p1	plas	2	2
PF3D7_1025300.1-p1	extr	1	3
PF3D7_1025300.1-p1	cyto	1	4
PF3D7_1025300.1-p1	mito	1	5
PF3D7_1025300.1-p1	pero	1	6
PF3D7_1025300.1-p1	cyto_mito	1	7
PF3D7_1025300.1-p1	mito_pero	1	8
PF3D7_1025300.1-p1	cyto_pero	1	9
PF3D7_1025300.1-p1	cysk_plas	1	10
PF3D7_1025400.1-p1	plas	32	1
PF3D7_1025500.1-p1	plas	29	1
PF3D7_1025600.1-p1	mito	28	1
PF3D7_1025600.1-p1	extr	4	2
PF3D7_1025700.1-p1	mito	17.5	1
PF3D7_1025700.1-p1	mito_nucl	12	2
PF3D7_1025700.1-p1	cyto	8	3
PF3D7_1025700.1-p1	nucl	5.5	4
PF3D7_1025800.1-p1	cyto	17	1
PF3D7_1025800.1-p1	extr	7	2
PF3D7_1025800.1-p1	mito	4	3
PF3D7_1025800.1-p1	nucl	2	4
PF3D7_1025800.1-p1	E.R.	2	5
PF3D7_1025800.1-p1	mito_pero	2	6
PF3D7_1025900.1-p1	cyto	18.5	1
PF3D7_1025900.1-p1	cyto_nucl	15	2
PF3D7_1025900.1-p1	nucl	10.5	3
PF3D7_1026000.1-p1	nucl	20	1
PF3D7_1026000.1-p1	cyto_nucl	16	2
PF3D7_1026000.1-p1	cyto	10	3
PF3D7_1026100.1-p1	cyto_nucl	17.6667	1
PF3D7_1026100.1-p1	cyto	16	2
PF3D7_1026100.1-p1	nucl	13	3
PF3D7_1026100.1-p1	cyto_plas	10	4
PF3D7_1026200.1-p1	nucl	12	1
PF3D7_1026200.1-p1	cyto	10	2
PF3D7_1026200.1-p1	mito	10	3
PF3D7_1026200.1-p1	cyto_mito	10	4
PF3D7_1026300.1-p1	cyto	21.5	1
PF3D7_1026300.1-p1	cyto_nucl	15	2
PF3D7_1026300.1-p1	nucl	7.5	3
PF3D7_1026400.1-p1	cyto	22.5	1
PF3D7_1026400.1-p1	cyto_nucl	15.5	2
PF3D7_1026400.1-p1	nucl	7.5	3
PF3D7_1026500.1-p1	plas	24	1
PF3D7_1026500.1-p1	extr	3	2
PF3D7_1026500.1-p1	E.R.	2	3
PF3D7_1026600.1-p1	cyto_nucl	18.3333	1
PF3D7_1026600.1-p1	nucl	17	2
PF3D7_1026600.1-p1	cyto	13.5	3
PF3D7_1026600.1-p1	cyto_mito	8	4
PF3D7_1026800.1-p1	cyto	27	1
PF3D7_1026800.1-p1	mito	4.5	2
PF3D7_1026900.1-p1	cyto	19.5	1
PF3D7_1026900.1-p1	cyto_nucl	14.3333	2
PF3D7_1026900.1-p1	cyto_pero	12.8333	3
PF3D7_1026900.1-p1	nucl	5	4
PF3D7_1026900.1-p1	pero	4.5	5
PF3D7_1027000.1-p1	cyto	18.5	1
PF3D7_1027000.1-p1	cyto_nucl	16.5	2
PF3D7_1027000.1-p1	nucl	11.5	3
PF3D7_1027100.1-p1	nucl	16.5	1
PF3D7_1027100.1-p1	cyto_nucl	15.8333	2
PF3D7_1027100.1-p1	cyto	14	3
PF3D7_1027100.1-p1	cyto_plas	7.83333	4
PF3D7_1027200.1-p1	cyto	21	1
PF3D7_1027200.1-p1	cyto_nucl	15.5	2
PF3D7_1027200.1-p1	nucl	8	3
PF3D7_1027300.1-p1	nucl	21	1
PF3D7_1027300.1-p1	cyto	7	2
PF3D7_1027300.1-p1	plas	1	3
PF3D7_1027300.1-p1	E.R.	1	4
PF3D7_1027300.1-p1	pero	1	5
PF3D7_1027300.1-p1	cysk	1	6
PF3D7_1027300.1-p1	cysk_plas	1	7
PF3D7_1027400.1-p1	cyto	20.5	1
PF3D7_1027400.1-p1	cyto_nucl	12.8333	2
PF3D7_1027400.1-p1	cyto_plas	11.1667	3
PF3D7_1027400.1-p1	extr	3	4
PF3D7_1027400.1-p1	nucl	3	5
PF3D7_1027500.1-p1	extr	29	1
PF3D7_1027600.1-p1	cyto	19	1
PF3D7_1027600.1-p1	mito	7	2
PF3D7_1027600.1-p1	pero	3	3
PF3D7_1027700.1-p1	mito	16	1
PF3D7_1027700.1-p1	nucl	8	2
PF3D7_1027700.1-p1	E.R._mito	8	3
PF3D7_1027800.1-p1	cyto	14	1
PF3D7_1027800.1-p1	cyto_nucl	12	2
PF3D7_1027800.1-p1	mito	8	3
PF3D7_1027800.1-p1	nucl	6	4
PF3D7_1027900.1-p1	plas	28	1
PF3D7_1027900.1-p1	extr	2	2
PF3D7_1027900.1-p1	E.R.	2	3
PF3D7_1028000.1-p1	cyto	17.5	1
PF3D7_1028000.1-p1	cyto_nucl	15	2
PF3D7_1028000.1-p1	nucl	9.5	3
PF3D7_1028000.1-p1	mito	5	4
